word,machine_translation,human_translation,label,emotion_intensity_score
prejudice,son zuciya,son zuciya,anger,0.545
resentful,m,ji ko nuna ɓacin rai,anger,0.545
antagonist,abokin gaba,abokin gaba,anger,0.545
heated,mai zafi,mai zafi,anger,0.545
wanker,mai yawo,mai yawo,anger,0.545
callous,m,nuna rashin kulawa,anger,0.545
argument,jayayya,jayayya,anger,0.545
sting,harba,harba,anger,0.544
outcry,kuka,kuka,anger,0.544
grumble,gunaguni,gunaguni,anger,0.544
robbery,fashi,fashi,anger,0.544
entangled,a haɗe,a haɗe,anger,0.544
resistance,juriya,juriya,anger,0.543
irreconcilable,rashin jituwa,rashin jituwa,anger,0.543
obstructive,m,cikas,anger,0.542
dismay,damuwa,damuwa,anger,0.54
mob,taron jama'a,taron jama'a,anger,0.538
juststop,tsaya kawai,tsaya kawai,anger,0.537
badness,mugunta,mugunta,anger,0.536
ridicule,ba'a,ba'a,anger,0.534
incendiary,mai ƙonawa,mai ƙonawa,anger,0.533
flares,walƙiya,walƙiya,anger,0.532
twofaced,fuska biyu,fuska biyu,anger,0.531
exacerbation,tsanantawa,tsanantawa,anger,0.531
prejudicial,son zuciya,son zuciya,anger,0.531
unbridled,mara tsari,mara tsari,anger,0.531
intruder,mai kutsawa,mai kutsawa,anger,0.531
communism,kwaminisanci,kwaminisanci,anger,0.531
uprising,tashin hankali,tashin hankali,anger,0.531
dispute,jayayya,jayayya,anger,0.531
reckless,m,ganganci,anger,0.531
confinement,tsarewa,tsarewa,anger,0.531
degeneracy,degeneracy,lalacewa,anger,0.531
whip,bulala,bulala,anger,0.531
belittle,ƙasƙanci,ƙasƙanci,anger,0.531
allegation,zargi,zargi,anger,0.531
offender,mai laifi,mai laifi,anger,0.53
tackled,magance,magance,anger,0.53
dictatorial,kama -karya,kama -karya,anger,0.53
perversion,karkacewa,karkacewa,anger,0.53
unjust,marasa adalci,marasa adalci,anger,0.53
fiesty,rashin kunya,rashin kunya,anger,0.53
hassle,matsala,matsala,anger,0.53
unjustifiable,mara hujja,mara hujja,anger,0.53
bigoted,mai girman kai,mai girman kai,anger,0.53
dissonance,dissonance,rashin jituwa,anger,0.53
prison,kurkuku,kurkuku,anger,0.529
trespass,wuce gona da iri,wuce gona da iri,anger,0.529
cantstandit,cantstandit,"
ba zai iya jurewa ba",anger,0.529
hot,zafi,zafi,anger,0.529
renegade,mai yin ridda,mai yin ridda,anger,0.529
suicide,kashe kansa,kashe kansa,anger,0.521
annoy,haushi,haushi,anger,0.52
leavemealone,Ku bar ni,Ku bar ni,anger,0.517
depravity,lalata,lalata,anger,0.516
venting,iska,iska,anger,0.516
divorce,saki,saki,anger,0.516
dishonest,marasa gaskiya,marasa gaskiya,anger,0.516
prisoner,fursuna,fursuna,anger,0.516
duress,tilastawa,tilastawa,anger,0.516
inimical,m,kula da cutarwa,anger,0.516
grrr,grrr ba,grrr,anger,0.516
idiotic,wawa,wawa,anger,0.516
treason,cin amanar kasa,cin amanar kasa,anger,0.516
tortious,azaba,azaba,anger,0.516
criticize,zargi,ci gyara,anger,0.516
disrespectful,rashin mutunci,rashin mutunci,anger,0.516
distrust,rashin yarda,rashin yarda,anger,0.516
cretins,cretins,wawan mutum,anger,0.516
broil,broil,rigima,anger,0.516
hangry,rataya,rataya,anger,0.515
unkind,m,rashin kirki,anger,0.515
bile,bile,fushi,anger,0.515
roar,ruri,ruri,anger,0.515
poaching,farauta,farauta,anger,0.515
unforgiving,mai gafartawa,mai gafartawa,anger,0.515
poachers,masu farauta,masu farauta,anger,0.515
pow,foda,foda,anger,0.515
unleash,saki,saki,anger,0.515
scold,tsawata,tsawata,anger,0.515
argumentation,jayayya,jayayya,anger,0.515
chaos,hargitsi,hargitsi,anger,0.515
frustrating,abin takaici,abin takaici,anger,0.515
jerks,jerks,wawaye,anger,0.515
coercion,tilastawa,tilastawa,anger,0.515
grump,guguwa,guguwa,anger,0.515
victimized,wanda aka zalunta,wanda aka zalunta,anger,0.515
tussle,rikici,rikici,anger,0.514
bane,ban,sanadin ɓacin rai,anger,0.511
accusation,zargi,zargi,anger,0.51
enmity,ƙiyayya,ƙiyayya,anger,0.51
repudiation,kin amincewa,ƙin amincewa,anger,0.51
banish,kore,kore,anger,0.509
disfigured,nakasasshe,nakasasshe,anger,0.508
storm,hadari,hadari,anger,0.507
derogation,wulakanci,wulaƙanci,anger,0.5
obstruct,toshe,toshe,anger,0.5
nobodycares,babu wanda ya damu,babu wanda ya damu,anger,0.5
rejects,ya ƙaryata,ƙi,anger,0.5
unruly,m,rashin ɗa'a,anger,0.5
crazy,mahaukaci,mahaukaci,anger,0.5
hammering,hamma,hamma,anger,0.5
malpractice,rashin aikin yi,rashin aikin yi,anger,0.5
frenzied,frenzied,a fusace,anger,0.5
suppression,danniya,danniya,anger,0.5
scoff,izgili,izgili,anger,0.5
possessed,mallaki,mallaki,anger,0.5
intractable,m,mai wuyar mu'amala,anger,0.5
fervor,kuzari,kuzari,anger,0.5
delusional,rudu,ruɗu,anger,0.5
brunt,rauni,rauni,anger,0.5
confined,tsare,tsare,anger,0.5
injustice,rashin adalci,rashin adalci,anger,0.5
shun,guji,guji,anger,0.5
defy,sabawa,saɓawa,anger,0.5
anguish,baƙin ciki,baƙin ciki,anger,0.5
antithesis,antithesis,kishiya,anger,0.5
fear,tsoro,tsoro,anger,0.5
bout,fadan,faɗa,anger,0.5
derision,ba'a,ba'a,anger,0.5
banished,kore,kore,anger,0.5
animus,animus,gaba,anger,0.5
reject,ƙi,ƙi,anger,0.5
spear,mashi,mashi,anger,0.5
dominate,mamaye,mamaye,anger,0.5
patronising,patronizing,zuwa,anger,0.5
brazen,rashin kunya,rashin kunya,anger,0.5
disrupting,rushewa,rushewa,anger,0.5
ordeal,wahala,wahala,anger,0.5
foaming,kumfa,kumfa,anger,0.5
getoveryourself,shawo kanku,shawo kanku,anger,0.495
stupidpeople,wawaye,wawaye,anger,0.492
toughness,tauri,tauri,anger,0.492
sinful,mai zunubi,mai zunubi,anger,0.491
madness,hauka,hauka,anger,0.491
oppress,zalunci,zalunci,anger,0.49
avarice,son zuciya,son zuciya,anger,0.49
anathema,tsinema,mutum da ake ƙi,anger,0.485
incest,lalata,lalata,anger,0.485
dissident,rashin yarda,rashin yarda,anger,0.485
abolish,soke,soke,anger,0.485
smuggler,mai fasa -kwauri,mai fasa-ƙwauri,anger,0.485
claw,faratu,tsinin farce,anger,0.485
revoke,soke,soke,anger,0.485
complaint,gunaguni,gunaguni,anger,0.485
infraction,cin zarafi,cin zarafi,anger,0.485
avenger,mai ɗaukar fansa,mai ɗaukar fansa,anger,0.485
pervert,karkatattu,karkatattu,anger,0.485
cutting,yankan,yankan,anger,0.485
usurp,cin riba,cin riba,anger,0.485
inhuman,m,rashin mutuntaka,anger,0.485
disservice,rashin aiki,rashin aiki,anger,0.485
annoyed,haushi,haushi,anger,0.485
stayaway,stayaway,nisa,anger,0.485
disobedient,rashin biyayya,rashin biyayya,anger,0.485
alienate,ware,ware,anger,0.485
fricking,fricking,firgita,anger,0.485
demand,buƙata,buƙata,anger,0.485
disapproved,ba a yarda ba,ba a yarda ba,anger,0.485
oust,fitar,fitar,anger,0.484
litigious,mai kara,mai kara,anger,0.484
rivalry,kishiya,kishiya,anger,0.484
mocking,izgili,izgili,anger,0.484
obnoxious,m,marar daɗi sosai,anger,0.484
thresh,busa,busa,anger,0.484
restrain,takura,takura,anger,0.484
blame,zargi,zargi,anger,0.484
deceit,yaudara,yaudara,anger,0.484
strained,damuwa,damuwa,anger,0.484
penalty,azaba,azaba,anger,0.484
opposed,adawa,adawa,anger,0.484
disgrace,wulakanci,wulaƙanci,anger,0.484
imprisoned,daure,daure,anger,0.484
sucker,tsotsa,tsotsa,anger,0.484
suspicious,m,na zargi,anger,0.484
upheaval,tashin hankali,tashin hankali,anger,0.484
renounce,watsi,watsi,anger,0.484
turbulence,tashin hankali,tashin hankali,anger,0.483
pound,laban,laba,anger,0.481
coldness,sanyi,sanyi,anger,0.477
ungrateful,butulci,butulci,anger,0.472
stoopid,stoopid,wawa,anger,0.471
battalion,bataliya,bataliya,anger,0.471
armament,makamai,makamai,anger,0.47
jealous,mai kishi,mai kishi,anger,0.47
hostage,garkuwa,garkuwa,anger,0.47
adversity,wahala,wahala,anger,0.47
infidel,kafiri,kafiri,anger,0.47
ram,rago,rago,anger,0.47
annoying,m,mai haifar da ɓacin rai,anger,0.47
dispossessed,mallaki,mallaki,anger,0.47
feudalism,feudalism,tsarin feudalism,anger,0.47
gall,gall,rashin kunya,anger,0.47
accuser,mai zargi,mai zargi,anger,0.47
friction,gogayya,gogayya,anger,0.47
subversion,subversion,rushewa,anger,0.47
plunder,ganima,ganima,anger,0.469
incite,tunzura,tunzura,anger,0.469
objection,ƙin yarda,ƙin yarda,anger,0.469
simmer,tafasa,tafasa,anger,0.469
offense,laifi,laifi,anger,0.469
complain,koka,koka,anger,0.469
injury,rauni,rauni,anger,0.469
disruption,rushewa,rushewa,anger,0.469
backoff,backoff,baya,anger,0.469
steal,sata,sata,anger,0.469
angermanagement,gudanar da fushi,gudanar da fushi,anger,0.469
stifled,takura,takura,anger,0.469
smother,kumbura,kumbura,anger,0.469
selfish,son kai,son kai,anger,0.469
dislike,ƙi,ƙi,anger,0.469
recidivism,sake dawowa,sake dawowa,anger,0.469
disobey,rashin biyayya,rashin biyayya,anger,0.469
intolerance,rashin haƙuri,rashin haƙuri,anger,0.469
exile,gudun hijira,gudun hijira,anger,0.469
thump,buga,buga,anger,0.469
selfishness,son kai,son kai,anger,0.469
distress,damuwa,damuwa,anger,0.469
huff,huci,huci,anger,0.469
perpetrator,mai aikatawa,mai aikatawa,anger,0.469
subversive,yan tawaye,yan tawaye,anger,0.469
opposition,adawa,adawa,anger,0.469
insanity,hauka,hauka,anger,0.469
areyoukidding,areyoukidding,wasa kake,anger,0.468
mug,mug,fuskar mutum,anger,0.467
agony,azaba,azaba,anger,0.465
arrogant,masu girman kai,masu girman kai,anger,0.461
vent,iska,iska,anger,0.456
sux,sux,tsotsa,anger,0.456
picketing,cin duri,rashin yarda,anger,0.456
elimination,kawarwa,kawarwa,anger,0.456
haughty,masu girman kai,masu girman kai,anger,0.456
troublesome,matsala,matsala,anger,0.455
mislead,yaudara,yaudara,anger,0.455
impermeable,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,anger,0.455
illegality,rashin bin doka,rashin bin doka,anger,0.455
constraint,ƙuntatawa,ƙuntatawa,anger,0.455
dying,mutuwa,mutuwa,anger,0.455
clamor,kururuwa,kururuwa,anger,0.455
flagrant,m,na laifi a bayyane,anger,0.455
illicit,haram,haram,anger,0.455
busted,busted,fashe,anger,0.455
veto,veto,ƙi,anger,0.455
idiocy,wawa,wawa,anger,0.455
crabby,kaguwa,ƙaguwa,anger,0.455
stubbed,tauri,tauri,anger,0.455
grated,grated,niƙawa,anger,0.455
desist,daina,daina,anger,0.453
suppress,danniya,danniya,anger,0.453
bad,mara kyau,mara kyau,anger,0.453
disagreeing,sabani,saɓani,anger,0.453
struggle,gwagwarmaya,gwagwarmaya,anger,0.453
despotism,son zuciya,son zuciya,anger,0.453
disapproving,rashin yarda,rashin yarda,anger,0.453
bayonet,bayonet,wuƙa,anger,0.453
intense,m,mai tsanani,anger,0.453
hysterical,mai ban tsoro,mai ban tsoro,anger,0.453
usurped,kwace,ƙwace,anger,0.453
displeased,rashin jin daɗi,rashin jin daɗi,anger,0.453
godless,marasa tsoron Allah,rashin ibada,anger,0.453
unlawful,haram,haram,anger,0.451
wrongly,kuskure,kuskure,anger,0.448
repellent,m,mai korewa,anger,0.442
wrongful,zalunci,zalunci,anger,0.441
dishonor,rashin mutunci,rashin mutunci,anger,0.441
foe,maƙiyi,maƙiyi,anger,0.441
wasted,ɓata,ɓata,anger,0.441
psychosis,tabin hankali,taɓin hankali,anger,0.441
aversion,ƙiyayya,ƙiyayya,anger,0.44
punitive,azaba,azaba,anger,0.439
ultimatum,ƙarshe,ƙarshe,anger,0.439
gahhh,gahh,gahhh,anger,0.439
knuckles,wuyan hannu,wuyan hannu,anger,0.439
effigy,fitina,fitina,anger,0.439
upset,haushi,haushi,anger,0.439
schism,rarrabuwa,rarrabuwa,anger,0.439
separatist,mai ballewa,yan aware,anger,0.438
deny,musu,musu,anger,0.438
stupidity,wauta,wauta,anger,0.438
deleterious,m,mai lalatarwa,anger,0.438
worthless,banza,banza,anger,0.438
abandonment,watsi,watsi,anger,0.438
mucked,murkushe,murƙushe,anger,0.438
ransom,fansa,fansa,anger,0.438
irritation,hangula,hangula,anger,0.438
fugitive,mai gudun hijira,mai gudun hijira,anger,0.438
segregate,ware,ware,anger,0.437
oblivion,mantuwa,mantuwa,anger,0.437
payback,biya,biya,anger,0.436
incongruous,wanda bai dace ba,wanda bai dace ba,anger,0.435
eviction,fitarwa,fitarwa,anger,0.435
collusion,hada baki,haɗa baki,anger,0.432
rob,yi fashi,yi fashi,anger,0.431
ravenous,ravenous,matsananciyar yunwa,anger,0.429
infidelity,kafirci,kafirci,anger,0.429
overrun,mamaye,mamaye,anger,0.429
rejection,kin amincewa,ƙin amincewa,anger,0.426
stupidrain,wawa,wawa,anger,0.426
getoverit,sakewa,sakewa,anger,0.426
incredulous,m,rashin yarda da wani abu,anger,0.426
martial,martial,na soja,anger,0.426
harbinger,mawaƙa,mawaƙa,anger,0.426
painful,mai zafi,mai zafi,anger,0.426
defense,tsaro,tsaro,anger,0.425
enforce,tilasta,tilasta,anger,0.424
fuss,hayaniya,hayaniya,anger,0.424
banger,banger,naman alade,anger,0.424
defraud,zamba,zamba,anger,0.424
commotion,tashin hankali,tashin hankali,anger,0.424
powerful,mai karfi,mai ƙarfi,anger,0.424
fraudulent,yaudara,yaudara,anger,0.424
concealment,boyewa,ɓoyewa,anger,0.424
indecency,lalata,lalata,anger,0.424
greed,kwadayi,kwaɗayi,anger,0.424
exasperation,tashin hankali,tashin hankali,anger,0.424
disobedience,rashin biyayya,rashin biyayya,anger,0.424
censor,mai bincike,mai bincike,anger,0.424
discontent,rashin gamsuwa,rashin gamsuwa,anger,0.424
fallacious,m,mai yaudara,anger,0.424
gonorrhea,gonorrhea,guloriya,anger,0.424
unsympathetic,marasa tausayi,marasa tausayi,anger,0.424
cur,cur,mummunan kare,anger,0.422
duel,duel,faɗa,anger,0.422
banishment,korewa,korewa,anger,0.422
annoyance,bacin rai,ɓacin rai,anger,0.422
bang,bang,amo mai kaifi,anger,0.422
deportation,fitarwa,fitarwa,anger,0.422
penetration,shigarwa,shigarwa,anger,0.422
nettle,nettle,haushi/ɓacin rai,anger,0.422
scar,tabo,tabo,anger,0.422
misrepresented,ba da gaskiya ba,ba da gaskiya ba,anger,0.422
penitentiary,gidan yari,gidan yari,anger,0.422
sedition,fitina,fitina,anger,0.422
barb,barb,tsini,anger,0.422
snubbed,guguwa,tsawatawa,anger,0.422
sarcasm,zagi,zagi,anger,0.422
cracked,fashe,fashe,anger,0.422
blatant,bayyananne,bayyananne,anger,0.42
force,karfi,ƙarfi,anger,0.418
perverse,karkatattu,karkatattu,anger,0.415
wring,wring,murɗa,anger,0.415
grim,m,mai tsanani/duhu,anger,0.413
bastion,bastion,sansani,anger,0.413
tiff,tafe,tafe,anger,0.412
sordid,m,marar kyau,anger,0.412
surly,m,mai mugun hali,anger,0.412
nothappy,ba farin ciki,ba farin ciki,anger,0.412
moody,m,canzawar yanayi,anger,0.412
hunting,farauta,farauta,anger,0.411
indenture,indenture,yarjejeniya,anger,0.41
detainee,wanda aka tsare,wanda aka tsare,anger,0.409
supremacy,fifiko,fifiko,anger,0.409
compulsion,tilastawa,tilastawa,anger,0.409
reproach,zargi,zargi,anger,0.409
areyoukiddingme,areyoukiddingme,wasa kake yi min,anger,0.409
inept,m,rashin fasaha,anger,0.409
cantwin,cantwin,ba nasara,anger,0.409
squelch,kumbura,kumbura,anger,0.409
forfeit,yi hasara,yi hasara,anger,0.409
blockade,toshewa,toshewa,anger,0.409
disappoint,kunyata,kunyata,anger,0.409
implicate,aibu,aibu,anger,0.409
sham,kunya,kunya,anger,0.409
awful,m,mara daɗi,anger,0.409
contradict,saba,saɓa,anger,0.409
sneak,zamewa,zamewa,anger,0.409
lying,ƙarya,ƙarya,anger,0.408
badger,baja,baja,anger,0.406
forsaken,watsi,watsi,anger,0.406
antipathy,rashin tausayi,rashin tausayi,anger,0.406
inequality,rashin daidaituwa,rashin daidaituwa,anger,0.406
epidemic,annoba,annoba,anger,0.406
wop,wop,ɗan Italiya,anger,0.406
onerous,m,wajibai masu nauyi,anger,0.406
tremor,rawar jiki,rawar jiki,anger,0.406
wrongdoing,zalunci,zalunci,anger,0.406
scrapie,scrapie,ƙurajen tumaki,anger,0.406
nuisance,tashin hankali,tashin hankali,anger,0.406
unthinkable,ba zato ba tsammani,ba zato ba tsammani,anger,0.406
rail,dogo,dogo,anger,0.406
cacophony,cacophony,sauti mai kaushi,anger,0.406
delusion,rudu,ruɗu,anger,0.406
arguments,muhawara,muhawara,anger,0.404
affront,cin mutunci,cin mutunci,anger,0.403
traumatic,mai rauni,mai rauni,anger,0.402
libel,cin mutunci,cin mutunci,anger,0.4
annoys,damuwa,damuwa,anger,0.4
sodding,sodding,rufaffe,anger,0.4
soslow,m,a hankali sosai,anger,0.398
watchout,watchout,kula,anger,0.398
frenetic,m,mai sauri,anger,0.397
remiss,gafartawa,gafartawa,anger,0.397
barge,jirgin ruwa,jirgin ruwa,anger,0.396
rabble,m,zagi,anger,0.394
confiscate,kwace,ƙwace,anger,0.394
disrespect,rashin mutunci,rashin mutunci,anger,0.394
illegal,haram,haram,anger,0.394
sue,kai ƙara,kai ƙara,anger,0.394
actionable,actionable,rashin adalci,anger,0.394
unfriendly,m,rashin abokantaka,anger,0.394
extinguish,kashewa,kashewa,anger,0.394
boxing,dambe,dambe,anger,0.394
keyed,keyed,kullewa,anger,0.394
fraud,zamba,zamba,anger,0.394
untoward,ba daidai ba,ba daidai ba,anger,0.394
whatsthepoint,mene ne ra'ayi,mene ne ra'ayi,anger,0.394
nag,nag,ƙorafe-ƙorafe,anger,0.394
dangit,dangit,haushi,anger,0.394
howl,kuka,kuka,anger,0.394
brimstone,kibiritu,kibiritu,anger,0.392
recklessness,rashin kulawa,rashin kulawa,anger,0.391
dissolution,rushewa,rushewa,anger,0.391
pique,bukin,bukin,anger,0.391
earthquake,girgizar ƙasa,girgizar ƙasa,anger,0.391
rigged,magudi,maguɗi,anger,0.391
grrrrr,grrrr,grrrr,anger,0.391
argh,arg,arg,anger,0.391
disagree,saba,saɓa,anger,0.389
lawsuit,karar,ƙara,anger,0.386
immorality,lalata,lalata,anger,0.382
despair,yanke kauna,yanke ƙauna,anger,0.382
disused,ba amfani,ba amfani,anger,0.382
sore,ciwo,ciwo,anger,0.379
touchy,m,na taɓawa,anger,0.379
sizzle,sizzle,ƙara,anger,0.379
incurable,maras magani,maras magani,anger,0.379
coerce,tilastawa,tilastawa,anger,0.379
falsification,karya,karya,anger,0.379
firstworldprobs,ayyukan farko na duniya,ayyukan farko na duniya,anger,0.379
difficulty,wahala,wahala,anger,0.379
pokes,pokes,kashin baya,anger,0.379
rifle,bindiga,bindiga,anger,0.379
picket,picket,masu zanga-zanga,anger,0.378
concussion,tashin hankali,tashin hankali,anger,0.377
pitfall,rami,rami,anger,0.375
militia,'yan bindiga,'yan bindiga,anger,0.375
sly,dabara,dabara,anger,0.375
remand,aikawa,aikawa,anger,0.375
stuckup,stuckup,girman kai,anger,0.375
disillusionment,rashin kunya,rashin kunya,anger,0.375
faulty,kuskure,kuskure,anger,0.375
pessimism,rashin fata,rashin fata,anger,0.375
petpeeve,petpeeve,ƙorafi,anger,0.375
rawr,rawr,rawr,anger,0.375
infantile,jariri,jariri,anger,0.375
cannon,igwa,igwa,anger,0.375
inhibit,hana,hana,anger,0.371
distressing,damuwa,damuwa,anger,0.371
vindicate,ba da gaskiya,ba da gaskiya,anger,0.371
nepotism,son zuciya,son zuciya,anger,0.371
schizophrenia,schizophrenia,matsalar ƙwaƙwalwa,anger,0.369
skewed,karkata,karkata,anger,0.368
disreputable,mara mutunci,mara mutunci,anger,0.368
forbidding,hana,hana,anger,0.368
conquest,cin nasara,cin nasara,anger,0.367
leukemia,cutar sankarar bargo,cutar sankarar ɓargo,anger,0.365
bark,haushi,haushi,anger,0.365
warrior,jarumi,jarumi,anger,0.364
barks,haushi,haushi,anger,0.364
burke,burki,burki,anger,0.364
disapprove,rashin yarda,rashin yarda,anger,0.364
unhappy,m,mara daɗi,anger,0.364
retarded,jinkiri,jinkiri,anger,0.364
challenge,kalubale,ƙalubale,anger,0.364
belt,bel,bel,anger,0.364
aftermath,bayan,bayan,anger,0.359
cad,cad,fitsararre,anger,0.359
paucity,rashin wadata,rashin wadata,anger,0.359
opinionated,masu ra'ayi,masu ra'ayi,anger,0.359
incompetence,rashin iyawa,rashin iyawa,anger,0.359
broken,karye,karye,anger,0.359
restriction,ƙuntatawa,ƙuntatawa,anger,0.359
controversial,mai kawo rigima,mai kawo rigima,anger,0.359
litigate,yi kara,yi ƙara,anger,0.359
loudness,kara,ƙara,anger,0.359
disliked,ƙi,ƙi,anger,0.359
sectarian,mazhaba,mazhaba,anger,0.359
polemic,m,na raddi,anger,0.359
interrupting,katsewa,katsewa,anger,0.358
fussy,m,al'aura,anger,0.357
wench,ciwo,ciwo,anger,0.353
gruff,gruff,nishi,anger,0.351
misbehavior,rashin tarbiyya,rashin tarbiyya,anger,0.351
brat,brat,fitinannen yaro,anger,0.351
remove,cire,cire,anger,0.351
scarcity,karanci,ƙaranci,anger,0.35
losing,rasa,rasa,anger,0.349
lie,karya,ƙarya,anger,0.348
defect,lahani,lahani,anger,0.348
pest,kwaro,kwaro,anger,0.348
retract,ja da baya,ja da baya,anger,0.348
disappointed,abin takaici,abin takaici,anger,0.348
untrustworthy,marasa amana,marasa amana,anger,0.348
ulcer,miki,miƙi,anger,0.348
stigma,wulakanci,wulaƙanci,anger,0.348
hardened,taurare,taurare,anger,0.348
deserted,yashe,yashe,anger,0.348
timewasters,masu gyara lokaci,masu gyara lokaci,anger,0.348
disagreement,rashin jituwa,rashin jituwa,anger,0.348
bias,son zuciya,son zuciya,anger,0.345
unreliable,abin dogaro,abin dogaro,anger,0.344
disclaim,karyata,ƙaryata,anger,0.344
impotence,rashin iyawa,rashin iyawa,anger,0.344
negation,rashin kulawa,rashin kulawa,anger,0.344
stripped,ya tube,ya tuɓe,anger,0.344
unsettled,ba damuwa,ba damuwa,anger,0.344
misleading,m,yaudara,anger,0.344
pirate,ɗan fashin teku,ɗan fashin teku,anger,0.344
shaky,girgiza,girgiza,anger,0.344
antisocial,mai son zaman jama'a,mai son zaman jama'a,anger,0.344
shoddy,m,mummunan aiki,anger,0.344
anxiety,damuwa,damuwa,anger,0.344
bothering,damuwa,damuwa,anger,0.344
stingy,mai rowa,mai rowa,anger,0.344
deterioration,tabarbarewa,tabarbarewa,anger,0.344
evade,kubuce,kuɓuce,anger,0.344
interminable,m,mara iyaka,anger,0.343
disease,cuta,cuta,anger,0.341
meddle,tsoma baki,tsoma baki,anger,0.341
warp,warp,lanƙwasa,anger,0.34
infamous,m,ƙaurin suna,anger,0.338
alcoholism,shaye -shaye,shaye -shaye,anger,0.338
averse,m,ƙyama,anger,0.338
row,jere,jere,anger,0.337
staticky,staticky,rashin motsi,anger,0.336
witchcraft,maita,maita,anger,0.333
illegitimate,shege,shege,anger,0.333
scorpion,kunama,kunama,anger,0.333
ill,rashin lafiya,rashin lafiya,anger,0.333
interrupt,katsewa,katsewa,anger,0.333
encumbrance,rashin ƙarfi,rashin ƙarfi,anger,0.333
sinner,mai zunubi,mai zunubi,anger,0.331
hulk,hulda,hulɗa,anger,0.329
inconsiderate,rashin tunani,rashin tunani,anger,0.329
dashed,fashe,fashe,anger,0.328
hiss,harara,harara,anger,0.328
dislocated,kauracewa,ƙauracewa,anger,0.328
opponent,abokin gaba,abokin gaba,anger,0.328
scapegoat,tsugunne,tsugunne,anger,0.328
