word,machine,human,label,emotion_intensity_score
rave,rave,kùn kiri,anger,0.561
hurt,farapa,farapa,anger,0.561
grating,grating,bínú fùfù,anger,0.561
thief,olè,olè,anger,0.561
uncontrollable,ti ko ni idari,tí kò ní ìdarí,anger,0.561
idiots,omugo,òmùgọ̀,anger,0.561
devastating,apanirun,apanirun,anger,0.561
banshee,banshee,pariwo,anger,0.561
cross,agbelebu,àgbélèbú,anger,0.561
betrayal,Júdà,júdà,anger,0.561
fits,ibaamu,ìbámu,anger,0.561
shatter,fọ,Fọ́,anger,0.561
conflagration,ijamba,ìjàm̀bá,anger,0.561
jeopardize,ṣe ewu,ṣe ewu,anger,0.561
dissension,iyapa,ìyapa,anger,0.561
subjugation,ìtẹríba,ìtẹríba,anger,0.559
disturbed,dojuru,dojúrú,anger,0.559
stomped,stomped,tẹ̀ mọ́lẹ̀,anger,0.557
grab,gbamu,gbámú,anger,0.557
ticked,fi ami si,Fi àmì sí,anger,0.556
masochism,masochism,dídùn,anger,0.556
grievance,ẹdun ọkan,ẹ̀dùn ọkàn,anger,0.556
defiance,alaigbọran,aláìgbọràn,anger,0.552
blackmail,ifipabanilopo,sọ̀rọ̀ ẹni láìda,anger,0.55
offensive,ibinu,ìbínú,anger,0.549
decry,kọ,Kọ,anger,0.548
sin,ese,ẹ̀ṣẹ̀,anger,0.547
fustrated,fustrated,múnúbí,anger,0.547
ire,ire,ire,anger,0.547
confine,ihamọ,Ìhámọ́,anger,0.547
deceive,tan,tàn,anger,0.547
arghhhh,arghhhh,aaaaa,anger,0.547
punishment,ijiya,ìjìyà,anger,0.547
violation,ṣẹ,ẹ̀ṣẹ̀,anger,0.547
preposterous,preposterous,ìwà ọ̀dẹ̀,anger,0.547
disgraceful,itiju,ohun ìtìjú,anger,0.547
darkside,ṣokunkun,ṣókùnkùn,anger,0.547
frustrates,ibanuje,Ìbànújẹ́,anger,0.547
overbearing,apọju,àpọ̀jù,anger,0.547
misery,ibanujẹ,Ìbànújẹ́,anger,0.547
firearms,ohun ija,ohun ìjà,anger,0.547
rebel,ọlọtẹ,ọlọ̀tẹ̀,anger,0.547
shrill,gbigbọn,gbígbọ́n,anger,0.547
disparity,iyapa,ìyapa,anger,0.547
hadenough,ko to,ní púpọ̀,anger,0.546
stolen,ji,jí,anger,0.546
foul,ahon,èérí,anger,0.545
adversary,alatako,alátakò,anger,0.545
conspirator,apanirun,apanirun,anger,0.545
skirmish,ìjà,ìjà,anger,0.545
ruined,ti baje,ti bàjẹ́,anger,0.545
annoyin,annoyin,Mú inú bí,anger,0.545
menace,ewu,ewu,anger,0.545
tackle,koju,kojú,anger,0.545
humiliate,itiju,ìtìjú,anger,0.545
prejudice,ikorira,ìkóríra,anger,0.545
resentful,ibinu,ìbínú,anger,0.545
antagonist,alatako,alátakò,anger,0.545
heated,kikan,kíkan,anger,0.545
wanker,alarinkiri,alárìnkiri,anger,0.545
callous,alaigbọran,aláìgbọràn,anger,0.545
argument,ariyanjiyan,àríyànjiyàn,anger,0.545
sting,ta,ta,anger,0.544
outcry,igbe,igbe,anger,0.544
grumble,kùn,kùn,anger,0.544
robbery,ole jija,olè jíjà,anger,0.544
entangled,ti a dapọ,tí a dàpọ̀,anger,0.544
resistance,resistance,ìdádúró,anger,0.543
irreconcilable,aiṣedeede,àìsedéédé,anger,0.543
obstructive,idiwọ,ìdíwọ́,anger,0.542
dismay,aibanujẹ,àìbanújẹ́,anger,0.54
mob,agbajo eniyan,àgbájọ ènìyàn,anger,0.538
juststop,juststop,dúró,anger,0.537
badness,buburu,búburú,anger,0.536
ridicule,ipaya,ẹlẹ́yà,anger,0.534
incendiary,arannilọwọ,arannilọ́wọ́,anger,0.533
flares,flares,kolù,anger,0.532
twofaced,oju meji,Ojú méjì,anger,0.531
exacerbation,imukuro,imúkúrò,anger,0.531
prejudicial,alatako,alátakò,anger,0.531
unbridled,unbridled,aìkójánu,anger,0.531
intruder,olufokansin,Olùfọkànsìn,anger,0.531
communism,komunisiti,àgbájọpọ̀,anger,0.531
uprising,uprising,dìde má,anger,0.531
dispute,àríyànjiyàn,àríyànjiyàn,anger,0.531
reckless,aibikita,àìbìkítà,anger,0.531
confinement,atimọle,Àtìmọ́lé,anger,0.531
degeneracy,degeneracy,Ìpadàbọ̀ sí àidáa,anger,0.531
whip,okùn,okùn,anger,0.531
belittle,kereju,kéréjù,anger,0.531
allegation,esun,ẹ̀sùn,anger,0.531
offender,ẹlẹṣẹ,ẹlẹ́ṣẹ̀,anger,0.53
tackled,dojuko,dojúkọ,anger,0.53
dictatorial,dictatorial,jẹ gàba lé,anger,0.53
perversion,arekereke,àrékérekè,anger,0.53
unjust,alaiṣododo,aláìṣòdodo,anger,0.53
fiesty,iwa aiṣododo,Ìwà aláìṣòdodo,anger,0.53
hassle,wahala,wàhálà,anger,0.53
unjustifiable,alaiṣedede,aláìṣedédé,anger,0.53
bigoted,agbéraga,agbéraga,anger,0.53
dissonance,dissonance,ìyàtọ̀,anger,0.53
prison,tubu,túbú,anger,0.529
trespass,irekọja,ìrékọjá,anger,0.529
cantstandit,ko le duro,Kò le dúró,anger,0.529
hot,gbona,gbóná,anger,0.529
renegade,olodi,olódi,anger,0.529
suicide,igbẹmi ara ẹni,ìgbẹ̀mí ara ẹni,anger,0.521
annoy,binu,bínú,anger,0.52
leavemealone,fi mi silẹ,fi mí sílẹ̀,anger,0.517
depravity,iwa ibajẹ,Ìwà ìbàjẹ́,anger,0.516
venting,fifẹ,fífẹ̀,anger,0.516
divorce,ikọsilẹ,ìkọ̀sílẹ̀,anger,0.516
dishonest,alaisododo,aláìṣòdodo,anger,0.516
prisoner,ẹlẹwọn,ẹlẹ́wọ̀n,anger,0.516
duress,iponju,ìpọ́njú,anger,0.516
inimical,aiṣedeede,àìsedéédé,anger,0.516
grrr,grrr,kùn,anger,0.516
idiotic,omugo,Òmùgọ̀,anger,0.516
treason,arekereke,àrékérekè,anger,0.516
tortious,onitara,onítara,anger,0.516
criticize,ṣofintoto,ṣòfintoto,anger,0.516
disrespectful,alaibọwọ,aláìbọ̀wọ̀,anger,0.516
distrust,igbekele,ìgbẹ́kẹ̀lé,anger,0.516
cretins,cretins,àwọn òpònú,anger,0.516
broil,broil,gbóná,anger,0.516
hangry,idorikodo,ìdoríkodò,anger,0.515
unkind,alaanu,aláànú,anger,0.515
bile,bile,òróǹro,anger,0.515
roar,ariwo,ariwo,anger,0.515
poaching,iwapa,jíjí ẹran,anger,0.515
unforgiving,alaforiji,aláìforíjì,anger,0.515
poachers,awọn ọdẹ,àwọn ajẹ́ran gbé,anger,0.515
pow,etu,ẹtu,anger,0.515
unleash,tu silẹ,tú sílẹ̀,anger,0.515
scold,ibawi,ìbáwí,anger,0.515
argumentation,ariyanjiyan,àríyànjiyàn,anger,0.515
chaos,Idarudapọ,Ìdàrúdàpọ̀,anger,0.515
frustrating,ibanuje,Ìbànújẹ́,anger,0.515
jerks,jerks,afọ́kungbému,anger,0.515
coercion,ipá,ìpá,anger,0.515
grump,kikoro,kíkorò,anger,0.515
victimized,olufaragba,olùfaragbà,anger,0.515
tussle,ijapa,Ìjà líle,anger,0.514
bane,eewọ,èwọ̀,anger,0.511
accusation,ẹsùn,ẹ̀sùn,anger,0.51
enmity,ikorira,àránkan,anger,0.51
repudiation,ikorira,ìkóríra,anger,0.51
banish,yọ kuro,Yọ kúrò,anger,0.509
disfigured,alaabo,aláábò,anger,0.508
storm,iji,ìjì,anger,0.507
derogation,itagbangba,ìsàbùkù,anger,0.5
obstruct,dena,dènà,anger,0.5
nobodycares,ko si ẹnikan,Kò kan enì kankan,anger,0.5
rejects,kọ,Kọ̀,anger,0.5
unruly,alaigbọran,aláìgbọràn,anger,0.5
crazy,aṣiwere,aṣiwèrè,anger,0.5
hammering,hammering,kétantan,anger,0.5
malpractice,aiṣedeede,Àìsedéédé,anger,0.5
frenzied,frenzied,rorò,anger,0.5
suppression,imukuro,ìmúkúrò,anger,0.5
scoff,ẹgan,ẹ̀gàn,anger,0.5
possessed,ti gba,ní,anger,0.5
intractable,intractable,aìgbọ́ràn,anger,0.5
fervor,itara,ìtara,anger,0.5
delusional,itanjẹ,ìtànjẹ,anger,0.5
brunt,ibinujẹ,Ìbìnújẹ́,anger,0.5
confined,ni ihamọ,Ní ìhámọ́,anger,0.5
injustice,aiṣododo,àìṣòdodo,anger,0.5
shun,yago fun,yẹ̀ sílẹ̀,anger,0.5
defy,ẹgan,ẹ̀gàn,anger,0.5
anguish,ibanujẹ,Ìbànújẹ́,anger,0.5
antithesis,antithesis,kojú ọ̀tọ̀ọ̀tọ̀ síra,anger,0.5
fear,iberu,ẹ̀rù,anger,0.5
bout,ija,ìjà,anger,0.5
derision,ẹgan,ẹ̀gàn,anger,0.5
banished,ti yọ kuro,ti yọ kúrò,anger,0.5
animus,animus,ìwà ẹranko,anger,0.5
reject,kọ,Kọ̀,anger,0.5
spear,ọkọ,ọ̀kọ̀,anger,0.5
dominate,jọba,jẹgàba,anger,0.5
patronising,patronizing,ràn lọ́wọ́,anger,0.5
brazen,akọni,aláfojúdi,anger,0.5
disrupting,idalọwọduro,Ìdálọ́wọ́dúró,anger,0.5
ordeal,ipọnju,Ìpọ́njú,anger,0.5
foaming,foomu,tutọ́ sókè,anger,0.5
getoveryourself,gba ara rẹ laye,gba ara rẹ láyè,anger,0.495
stupidpeople,omugo,ènìyàn òmùgọ̀,anger,0.492
toughness,líle,líle,anger,0.492
sinful,elese,Kìkì ẹ̀ṣẹ̀,anger,0.491
madness,isinwin,ìsínwín,anger,0.491
oppress,aninilara,nilára,anger,0.49
avarice,awari,àwárí,anger,0.49
anathema,eegun,ègún,anger,0.485
incest,ìbálòpọ̀,ìbálòpọ̀,anger,0.485
dissident,alatako,alátakò,anger,0.485
abolish,parun,parun,anger,0.485
smuggler,alagbata,alágbàtà,anger,0.485
claw,agbọn,èékáná ẹranko,anger,0.485
revoke,fagilee,fagílé,anger,0.485
complaint,ẹdun ọkan,ẹ̀dùn ọkàn,anger,0.485
infraction,aiṣedede,Àìṣedédé,anger,0.485
avenger,olugbẹsan,Olùgbẹ̀san,anger,0.485
pervert,agabagebe,àgàbàgebè,anger,0.485
cutting,gige,gígé,anger,0.485
usurp,usurp,gbà,anger,0.485
inhuman,alainibaba,níkà,anger,0.485
disservice,aiṣedede,Àìṣedédé,anger,0.485
annoyed,nbaje,ńbàjẹ́,anger,0.485
stayaway,stayaway,Sá fún,anger,0.485
disobedient,alaigbọran,aláìgbọ́ràn,anger,0.485
alienate,yapa,yapa,anger,0.485
fricking,ikọlu,ìkọlù,anger,0.485
demand,eletan,bèrè,anger,0.485
disapproved,ti a ko fọwọsi,àìfọwọ́sí,anger,0.485
oust,yọ kuro,yọ kúrò,anger,0.484
litigious,ẹjọ,ẹjọ́,anger,0.484
rivalry,orogun,orogún,anger,0.484
mocking,ṣe ẹlẹyà,ṣe ẹlẹ́yà,anger,0.484
obnoxious,obnoxious,àríyànjiyàn,anger,0.484
thresh,ìpakà,ìpakà,anger,0.484
restrain,ni ihamọ,ní ìhámọ́,anger,0.484
blame,ibawi,ìbáwí,anger,0.484
deceit,ẹtan,ẹ̀tàn,anger,0.484
strained,igara,ìgara,anger,0.484
penalty,ifiyaje,Ìfìyàjẹ,anger,0.484
opposed,atako,àtakò,anger,0.484
disgrace,itiju,ìtìjú,anger,0.484
imprisoned,ewon,Jù sẹ́wọ̀n,anger,0.484
sucker,ọmu,ọ̀mu,anger,0.484
suspicious,ifura,ìfura,anger,0.484
upheaval,ariwo,ariwo,anger,0.484
renounce,kọ silẹ,Kọ̀ sílẹ̀,anger,0.484
turbulence,rudurudu,rúdurùdu,anger,0.483
pound,iwon,gún,anger,0.481
coldness,otutu,òtútù,anger,0.477
ungrateful,alaimoore,aláìmoore,anger,0.472
stoopid,alaigbọran,aláìgbọràn,anger,0.471
battalion,ẹgbẹ́ ọmọ ogun,ẹgbẹ́ ọmọ ogun,anger,0.471
armament,ohun ija,Ohun ìjà,anger,0.47
jealous,owú,owú,anger,0.47
hostage,idimu,ìdìmú,anger,0.47
adversity,ipọnju,Ìpọ́njú,anger,0.47
infidel,alaigbagbọ,Aláìgbàgbọ́,anger,0.47
ram,Àgbo,àgbò,anger,0.47
annoying,didanubi,dídánúbí,anger,0.47
dispossessed,ti yọ kuro,Ti yọ kúrò,anger,0.47
feudalism,feudalism,ìjà,anger,0.47
gall,gall,Ìwà ìpáǹle,anger,0.47
accuser,olufisun,olùfisùn,anger,0.47
friction,edekoyede,yìn,anger,0.47
subversion,subversion,ìpadasẹ́hìn,anger,0.47
plunder,ikogun,Ìkógun,anger,0.469
incite,ru,rósí,anger,0.469
objection,atako,àtakò,anger,0.469
simmer,simmer,ìbínú,anger,0.469
offense,ẹṣẹ,ẹ̀ṣẹ̀,anger,0.469
complain,kerora,Ké rora,anger,0.469
injury,ipalara,ìpalára,anger,0.469
disruption,idalọwọduro,Ìdálọ́wọ́dúró,anger,0.469
backoff,ifẹhinti lẹnu iṣẹ,padà,anger,0.469
steal,jale,jalè,anger,0.469
angermanagement,ibinu ibinu,Ètò ìbínú,anger,0.469
stifled,lilu,lílù,anger,0.469
smother,yiya,yíyá,anger,0.469
selfish,amotaraeninikan,Amọtaraẹninìkan,anger,0.469
dislike,korira,kóríra,anger,0.469
recidivism,atunkọ,Àtúnkọ,anger,0.469
disobey,ṣàìgbọràn,ṣàìgbọràn,anger,0.469
intolerance,ifarada,ìfaradà,anger,0.469
exile,ìgbèkùn,ìgbèkùn,anger,0.469
thump,ìlù,ìlù,anger,0.469
selfishness,ìmọtara -ẹni -nìkan,ìmọtara -ẹni -nìkan,anger,0.469
distress,ipọnju,Ìpọ́njú,anger,0.469
huff,ewu,ewu,anger,0.469
perpetrator,oluṣe,Olùṣe,anger,0.469
subversive,onírúkèrúdò,onírúkèrúdò,anger,0.469
opposition,atako,àtakò,anger,0.469
insanity,aṣiwere,aṣiwèrè,anger,0.469
areyoukidding,ṣe o n ṣe eremọde,ṣé ò ń ṣe erémọdé,anger,0.468
mug,ago,ago,anger,0.467
agony,irora,ìrora,anger,0.465
arrogant,agberaga,agbéraga,anger,0.461
vent,iho,bínú sí,anger,0.456
sux,sux,múnúbí,anger,0.456
picketing,kekeke,kékèké,anger,0.456
elimination,imukuro,ìmúkúrò,anger,0.456
haughty,onírera,onírera,anger,0.456
troublesome,onijogbon,Oníjọ̀gbọ̀n,anger,0.455
mislead,ṣìna,ṣìnà,anger,0.455
impermeable,ailopin,àìlópin,anger,0.455
illegality,arufin,arúfin,anger,0.455
constraint,ihamọ,Ìhámọ́,anger,0.455
dying,ku,ń kú,anger,0.455
clamor,ariwo,ariwo,anger,0.455
flagrant,asia,kòrókòró,anger,0.455
illicit,arufin,arúfin,anger,0.455
busted,busted,tújáde,anger,0.455
veto,veto,bínú sí,anger,0.455
idiocy,iwa omugo,Ìwà òmùgọ̀,anger,0.455
crabby,crabby,rínilára,anger,0.455
stubbed,abori,aborí,anger,0.455
grated,grated,rún,anger,0.455
desist,dawọ duro,dáwọ́ dúró,anger,0.453
suppress,tẹmọlẹ,Tẹ̀mọ́lẹ̀,anger,0.453
bad,buburu,búbúrú,anger,0.453
disagreeing,àríyànjiyàn,àríyànjiyàn,anger,0.453
struggle,ìjàkadì,ìjàkadì,anger,0.453
despotism,ifẹkufẹ,Ìfẹ́kùfẹ́,anger,0.453
disapproving,alaigbagbọ,ń sàìgbà,anger,0.453
bayonet,bayonet,idà,anger,0.453
intense,kikankikan,kíkankíkan,anger,0.453
hysterical,hysterical,ìbínú,anger,0.453
usurped,ti gba,Ti gbà,anger,0.453
displeased,binu,bí nínú,anger,0.453
godless,alaiwa -bi -Ọlọrun,aláìwà -bí -Ọlọ́run,anger,0.453
unlawful,arufin,Lòdì só fin,anger,0.451
wrongly,ni aṣiṣe,Ní àṣìṣe,anger,0.448
repellent,onibaje,oníbàjẹ́,anger,0.442
wrongful,ti ko tọ,Tí kò tọ́,anger,0.441
dishonor,àbùkù,àbùkù,anger,0.441
foe,ọta,ọ̀tá,anger,0.441
wasted,wasted,ti sòfò,anger,0.441
psychosis,psychosis,asíwín,anger,0.441
aversion,ikorira,ìkóríra,anger,0.44
punitive,ifiyaje,Ìfìyàjẹ,anger,0.439
ultimatum,ultimatum,ìgbà,anger,0.439
gahhh,gah,aaaaa,anger,0.439
knuckles,awọn ika ọwọ,Kókó-ọwọ́,anger,0.439
effigy,aṣepari,Àṣeparí,anger,0.439
upset,inu bibi,Inú bíbí,anger,0.439
schism,schism,ìyapa,anger,0.439
separatist,oluyapa,olùyapa,anger,0.438
deny,sẹ,ṣẹ́,anger,0.438
stupidity,omugo,òmùgọ̀,anger,0.438
deleterious,ẹlẹgàn,ẹlẹ̀gàn,anger,0.438
worthless,lásán,lásán,anger,0.438
abandonment,ifasilẹ silẹ,Ìfàsílẹ̀,anger,0.438
mucked,mucked,ṣẹlẹ́yà,anger,0.438
ransom,ìràpadà,ìràpadà,anger,0.438
irritation,híhún,híhún,anger,0.438
fugitive,asasala,asásálà,anger,0.438
segregate,lọtọ,Lọ́tọ̀,anger,0.437
oblivion,igbagbe,ìgbàgbé,anger,0.437
payback,agbapada,àgbàpadà,anger,0.436
incongruous,aiṣedeede,Àìṣedéédé,anger,0.435
eviction,yiyọ kuro,Yíyọ kúrò,anger,0.435
collusion,ifowosowopo,Ìfọwọ́sowọ́pọ̀,anger,0.432
rob,jale,jalè,anger,0.431
ravenous,ravenous,Ìbínú púpọ̀,anger,0.429
infidelity,aigbagbọ,Àìgbàgbọ́,anger,0.429
overrun,bori,borí,anger,0.429
rejection,ijusile,Ìjùsílẹ̀,anger,0.426
stupidrain,omugo,Òmùgọ̀,anger,0.426
getoverit,gba pada,Gbà padà,anger,0.426
incredulous,alaigbagbọ,Aláìgbàgbọ́,anger,0.426
martial,ologun,ológun,anger,0.426
harbinger,agbẹnusọ,agbẹnusọ,anger,0.426
painful,irora,ìrora,anger,0.426
defense,olugbeja,olùgbèjà,anger,0.425
enforce,fi agbara mu,fi agbára mú,anger,0.424
fuss,ariwo,ariwo,anger,0.424
banger,banger,jíjàn,anger,0.424
defraud,jìbìtì,jìbìtì,anger,0.424
commotion,rudurudu,rúdudùru,anger,0.424
powerful,alagbara,lágbára,anger,0.424
fraudulent,arekereke,àrékérekè,anger,0.424
concealment,ifipamo,Ìfipamọ́,anger,0.424
indecency,aiṣedeede,Àìṣedéédé,anger,0.424
greed,ojukokoro,ojúkòkòrò,anger,0.424
exasperation,ibinu,ìbínú,anger,0.424
disobedience,aigboran,Àìgbọràn,anger,0.424
censor,ihamon,Ìhámọ́,anger,0.424
discontent,ainitẹlọrun,àìnítẹ̀lọ́rùn,anger,0.424
fallacious,eke,èké,anger,0.424
gonorrhea,gonorrhea,àtọ̀sí,anger,0.424
unsympathetic,alaaanu,aláànú,anger,0.424
cur,cur,ọmọìta,anger,0.422
duel,ija ogun,Ìja ogun,anger,0.422
banishment,ifilọlẹ,Ìlé kúrò níìlú,anger,0.422
annoyance,ibinu,ìbínú,anger,0.422
bang,bang,jìn,anger,0.422
deportation,ifisilẹ,Ìfisílẹ̀,anger,0.422
penetration,ilaluja,ìlalujá,anger,0.422
nettle,nettle,bínú,anger,0.422
scar,aleebu,àlébù,anger,0.422
misrepresented,ti ko tọ si,Tí kò tọ́ sí,anger,0.422
penitentiary,ile ẹwọn,Ilé ẹ̀wọ̀n,anger,0.422
sedition,iṣọtẹ,Ìṣọ̀tẹ̀,anger,0.422
barb,barb,gé,anger,0.422
snubbed,gbaju,fojútínrín,anger,0.422
sarcasm,ẹgàn,ẹ̀gàn,anger,0.422
cracked,sisan,sísán,anger,0.422
blatant,gbangba,gbangba,anger,0.42
force,ipa,ipá,anger,0.418
perverse,arekereke,lòdì sí,anger,0.415
wring,wring,fún,anger,0.415
grim,koro,Yí dànù,anger,0.413
bastion,ipilẹ,ìpìlẹ̀,anger,0.413
tiff,tiff,bájà,anger,0.412
sordid,alakikanju,alákíkanjú,anger,0.412
surly,surly,ìgbónára,anger,0.412
nothappy,ko dun,kò múnú dùn,anger,0.412
moody,irẹwẹsi,ìrẹ̀wẹ̀sì,anger,0.412
hunting,sode,dẹ ọdẹ,anger,0.411
indenture,indenture,kárùn,anger,0.41
detainee,atimọle,àtìmọ́lé,anger,0.409
supremacy,titobi,títóbi,anger,0.409
compulsion,ipá,ipá,anger,0.409
reproach,ẹgan,ẹ̀gàn,anger,0.409
areyoukiddingme,ṣe o n ba mi ṣeremọde ni,ṣé ò ń bá mi ṣerémọdé ni,anger,0.409
inept,aipe,àìpé,anger,0.409
cantwin,cantwin,má le borí,anger,0.409
squelch,gbuuru,gbùùrù,anger,0.409
forfeit,padanu,pàdánù,anger,0.409
blockade,ìdènà,ìdènà,anger,0.409
disappoint,jakulẹ,jákulẹ̀,anger,0.409
implicate,isẹlẹ,ìṣẹ̀lẹ̀,anger,0.409
sham,itiju,ìtìjú,anger,0.409
awful,buruju,burújù,anger,0.409
contradict,tako,takò,anger,0.409
sneak,ajiwo,àjíwọ̀,anger,0.409
lying,irọ,irọ́,anger,0.408
badger,baaji,sọ̀rọ̀ ìwọ̀sí sí,anger,0.406
forsaken,kọ silẹ,kọ̀ sílẹ̀,anger,0.406
antipathy,antipathy,Aláìláànú,anger,0.406
inequality,aidogba,àìdọ́gba,anger,0.406
epidemic,àjàkálẹ àrùn,àjàkálẹ àrùn,anger,0.406
wop,wop,múnúbí,anger,0.406
onerous,alakikanju,alákíkanjú,anger,0.406
tremor,iwariri,ìwárìrì,anger,0.406
wrongdoing,aiṣododo,àìṣòdodo,anger,0.406
scrapie,scrapie,ìríra,anger,0.406
nuisance,iparun,ìparun,anger,0.406
unthinkable,airotẹlẹ,àìròtẹ́lẹ̀,anger,0.406
rail,iṣinipopada,ìṣínípòpadà,anger,0.406
cacophony,cacophony,ìjà,anger,0.406
delusion,etan,ẹ̀tàn,anger,0.406
arguments,awọn ariyanjiyan,àwọn àríyànjiyàn,anger,0.404
affront,ẹgan,ẹ̀gàn,anger,0.403
traumatic,ibanuje,ìbànújẹ́,anger,0.402
libel,isọkusọ,ìsọkúsọ,anger,0.4
annoys,ibanuje,ìbànújẹ́,anger,0.4
sodding,sodding,kérora,anger,0.4
soslow,lọra,lọ́ra,anger,0.398
watchout,ṣọra,ṣọ́ra,anger,0.398
frenetic,frenetic,burú,anger,0.397
remiss,idariji,ìdáríjì,anger,0.397
barge,ọkọ oju omi,ọkọ̀ ìgbàjà,anger,0.396
rabble,ariwo,ariwo,anger,0.394
confiscate,gba lọwọ,gbà lọ́wọ,anger,0.394
disrespect,aibọwọ,àìbọwọ,anger,0.394
illegal,arufin,arúfin,anger,0.394
sue,bẹbẹ,pè lẹ́jọ́,anger,0.394
actionable,actionable,Jẹ́ ṣíṣe,anger,0.394
unfriendly,aisore,àìsọ̀rẹ́,anger,0.394
extinguish,pa,pa,anger,0.394
boxing,Boxing,gbá,anger,0.394
keyed,keyed,Jẹ́/mọ́,anger,0.394
fraud,jegudujera,jẹgúdújẹrú,anger,0.394
untoward,lodi si,lòdì sí,anger,0.394
whatsthepoint,kini oye,kíni òye,anger,0.394
nag,nagi,kùn,anger,0.394
dangit,dangit,bínú,anger,0.394
howl,hu,hù,anger,0.394
brimstone,imi -ọjọ,ìmí-ọjọ́,anger,0.392
recklessness,aibikita,àìbìkítà,anger,0.391
dissolution,itu,itú,anger,0.391
pique,pique,ìbínú,anger,0.391
earthquake,ìṣẹlẹ,ìṣẹ̀lẹ̀,anger,0.391
rigged,rigged,ṣe kía,anger,0.391
grrrrr,grrrrr,aaaaa,anger,0.391
argh,argh,aaaaa,anger,0.391
disagree,koo,kọ̀,anger,0.389
lawsuit,ẹjọ,ẹjọ́,anger,0.386
immorality,ìṣekúṣe,ìṣekúṣe,anger,0.382
despair,ibanuje,ìbànújẹ́,anger,0.382
disused,sọnu,sọnù,anger,0.382
sore,egbo,egbò,anger,0.379
touchy,ifọwọkan,ìfọwọ́kàn,anger,0.379
sizzle,sizzle,gbóná,anger,0.379
incurable,alailera,kògbóògùn,anger,0.379
coerce,fi agbara mu,fi agbára mú,anger,0.379
falsification,iro,irọ́,anger,0.379
firstworldprobs,firstworldprobs,wàhálà ayé,anger,0.379
difficulty,iṣoro,ìṣòro,anger,0.379
pokes,pokes,gún,anger,0.379
